City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Kukmor,RU,56.1855,50.8944,49.21,96,100,5.41,overcast clouds
474,Durazno,UY,-33.4131,-56.5006,54.18,68,99,7.07,overcast clouds
475,Kaeo,NZ,-35.1,173.7833,62.33,76,100,16.71,overcast clouds
476,Sechura,PE,-5.5569,-80.8222,74.97,57,11,10.09,few clouds
477,Moorhead,US,46.8739,-96.7676,75.97,52,0,5.75,clear sky
478,Lubao,PH,14.9167,120.55,82.11,85,60,5.46,broken clouds
479,Ambanja,MG,-13.6833,48.45,72.37,88,82,2.55,light rain
480,Mitsamiouli,KM,-11.3847,43.2844,79.11,71,57,7.31,light rain
481,Araouane,ML,18.9048,-3.5265,107.62,10,10,5.93,clear sky
482,Wairoa,NZ,-39.0333,177.3667,44.83,91,26,4.38,scattered clouds
483,Gwadar,PK,25.1216,62.3254,82.44,87,0,10.6,clear sky
484,Shubarshi,KZ,48.5872,57.1869,65.62,52,55,6.13,broken clouds
485,Komsomolskiy,UZ,40.4272,71.7189,63.32,48,40,9.22,scattered clouds
486,Vilhena,BR,-12.7406,-60.1458,82.62,61,75,10.36,broken clouds
487,San Policarpo,PH,12.1791,125.5072,78.71,87,89,5.41,overcast clouds
488,Nianzishan,CN,47.5167,122.8833,60.44,27,100,0.83,overcast clouds
489,Suez,EG,29.9737,32.5263,82.27,32,0,14.03,clear sky
490,Kushima,JP,31.4583,131.2333,64.65,77,100,4.99,overcast clouds
491,Brigantine,US,39.4101,-74.3646,79.09,66,60,14.2,broken clouds
492,Jardim,BR,-21.4803,-56.1381,90.73,25,4,10.8,clear sky
493,Methoni,GR,36.8197,21.7049,79.21,56,40,10.4,scattered clouds
494,Uusikaupunki,FI,60.8004,21.4084,48.94,87,100,11.3,overcast clouds
495,Baykit,RU,61.67,96.37,49.24,55,100,2.53,overcast clouds
496,Puri,IN,19.8,85.85,90.12,85,35,11.9,scattered clouds
497,Lipin Bor,RU,60.2622,37.9763,46.94,95,100,4.61,overcast clouds
498,Kawakawa,NZ,-35.3833,174.0667,62.15,76,100,11.68,overcast clouds
499,Gorontalo,ID,0.5412,123.0595,75.22,86,96,1.43,overcast clouds
500,Faanui,PF,-16.4833,-151.75,81.01,68,19,16.11,few clouds
501,Kasangulu,CD,-4.5911,15.1708,76.53,77,63,4.07,broken clouds
502,Teguise,ES,29.0605,-13.564,70.02,64,40,9.22,scattered clouds
503,Toronto,CA,43.7001,-79.4163,68.16,55,75,13.8,broken clouds
504,Rundu,NA,-17.9333,19.7667,66.87,31,0,4.38,clear sky
505,Hofn,IS,64.2539,-15.2082,48.78,75,42,9.91,scattered clouds
506,Vostok,RU,46.4856,135.8833,47.39,94,10,3.8,clear sky
507,Banswada,IN,18.3833,77.8833,93.22,22,11,5.39,few clouds
508,Virginia Beach,US,36.8529,-75.978,82.02,60,12,5.01,few clouds
509,Diapaga,BF,12.0708,1.7889,98.67,25,53,2.24,light rain
510,Zaykovo,RU,57.5613,62.7568,52.95,92,40,5.86,scattered clouds
511,Ha Tinh,VN,18.3333,105.9,79.16,82,33,5.77,scattered clouds
512,Chimbote,PE,-9.0853,-78.5783,69.51,68,52,9.91,broken clouds
513,Gimli,CA,50.6336,-96.9907,50.02,93,100,3.44,overcast clouds
514,Sitka,US,57.0531,-135.33,57.36,66,100,1.16,overcast clouds
515,Tecpan,GT,14.7623,-90.9947,66.88,79,63,2.51,broken clouds
516,Darnah,LY,32.767,22.6367,88.39,29,7,14.16,clear sky
517,Zonguldak,TR,41.25,31.8333,62.49,74,3,2.71,clear sky
518,Saldanha,ZA,-33.0117,17.9442,57.25,89,23,9.91,light rain
519,Litovko,RU,49.2361,135.1742,47.52,94,46,5.66,scattered clouds
520,Kibre Mengist,ET,5.8833,38.9833,58.5,96,87,2.82,light rain
521,Aswan,EG,24.0934,32.907,99.7,13,0,6.91,clear sky
522,Maravilha,BR,-26.7608,-53.1725,58.62,84,99,2.35,moderate rain
523,Tateyama,JP,34.9833,139.8667,70.11,84,99,7.74,overcast clouds
524,Chicama,PE,-7.8447,-79.1469,63.14,59,45,8.43,scattered clouds
525,Meghri,AM,38.9029,46.2446,64.29,73,1,5.53,clear sky
526,Kahului,US,20.8947,-156.47,73.85,94,100,4.0,overcast clouds
527,Wladyslawowo,PL,54.7909,18.4009,55.0,87,97,14.54,overcast clouds
528,Malanje,AO,-9.5402,16.341,68.52,43,0,2.28,clear sky
529,Kruisfontein,ZA,-34.0033,24.7314,61.88,80,20,16.28,few clouds
530,Khanino,RU,54.211,36.6229,55.51,83,18,9.37,few clouds
531,Port-Gentil,GA,-0.7193,8.7815,78.76,78,20,13.8,few clouds
532,Ugoofaaru,MV,5.6667,73.0,82.2,79,93,16.55,overcast clouds
533,Nadvoitsy,RU,63.8667,34.3167,52.83,79,97,4.72,light rain
534,Bahia Blanca,AR,-38.7196,-62.2724,50.52,57,40,12.66,scattered clouds
535,San Cristobal,VE,7.7669,-72.225,82.58,47,92,8.46,overcast clouds
536,Arequipa,PE,-16.3989,-71.535,66.27,11,0,9.22,clear sky
537,Kichera,RU,55.9375,110.0997,37.58,78,95,6.31,overcast clouds
538,Amapa,BR,1.0,-52.0,83.88,72,53,5.19,broken clouds
539,Palu,ID,-0.8917,119.8707,77.38,91,100,1.5,overcast clouds
540,Hay River,CA,60.8156,-115.7999,49.98,66,20,9.22,few clouds
541,Fonte Boa,BR,-2.4959,-66.2662,76.62,90,64,3.8,broken clouds
542,Ojinaga,MX,29.5667,-104.4167,98.56,24,0,0.0,clear sky
543,Mukhen,RU,48.1,136.1,52.79,92,7,6.04,clear sky
544,Palmer,US,42.1584,-72.3287,75.2,76,100,1.01,overcast clouds
545,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,68,100,11.74,overcast clouds
546,Darfield,GB,53.5339,-1.376,60.84,59,100,8.55,overcast clouds
547,Alta Floresta,BR,-9.8756,-56.0861,96.62,38,40,6.91,scattered clouds
548,Marsa Matruh,EG,31.3525,27.2453,82.6,42,0,9.22,clear sky
549,Novyy Urengoy,RU,66.0833,76.6333,52.92,47,0,16.04,clear sky
550,Grand-Santi,GF,4.25,-54.3833,90.41,45,45,3.62,scattered clouds
551,Bella Union,UY,-30.2752,-57.6007,63.63,91,99,4.97,overcast clouds
552,Porosozero,RU,62.7191,32.727,53.56,78,100,7.36,overcast clouds
553,Finschhafen,PG,-6.6024,147.8681,78.67,83,51,5.61,broken clouds
554,Tema,GH,5.667,-0.0166,84.61,79,20,10.36,few clouds
555,Bandarbeyla,SO,9.4942,50.8122,81.97,77,25,25.17,scattered clouds
556,Sobolevo,RU,54.4299,31.8996,48.43,86,55,7.27,broken clouds
557,Curumani,CO,9.1999,-73.5427,94.24,45,93,3.76,overcast clouds
558,Raisinghnagar,IN,29.5358,73.4492,96.46,17,0,9.28,clear sky
559,Atar,MR,20.5169,-13.0499,99.55,22,67,11.25,broken clouds
560,Olovyannaya,RU,50.95,115.5667,44.89,39,86,5.03,overcast clouds
561,Gawler,AU,-34.6,138.7333,51.6,97,6,3.78,clear sky
562,Kyabram,AU,-36.3167,145.05,43.32,82,29,1.34,scattered clouds
563,Mahibadhoo,MV,3.7833,72.9667,83.52,76,46,14.5,scattered clouds
564,Catalina Foothills,US,32.2979,-110.9187,90.91,10,0,12.66,clear sky
565,Abu Dhabi,AE,24.4667,54.3667,89.62,51,0,5.75,clear sky
566,Pochutla,MX,15.7432,-96.4661,79.83,69,100,7.36,overcast clouds
567,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,91.81,25,8,4.23,clear sky
568,Morondava,MG,-20.2833,44.2833,76.87,68,0,12.93,clear sky
569,Bauchi,NG,10.5,10.0,96.26,17,6,6.64,clear sky
570,Candido Mendes,BR,-1.4467,-45.7167,82.72,77,53,4.21,broken clouds
571,Bolshaya Sosnova,RU,57.6713,54.6029,49.86,93,100,9.31,moderate rain
572,Vestmanna,FO,62.1564,-7.1664,45.52,66,20,18.41,few clouds
573,Bowen,AU,-20.0167,148.2333,65.34,71,2,5.1,clear sky
574,Marti,CU,22.9475,-80.9203,87.04,54,100,4.63,overcast clouds
575,Clearwater,US,27.9659,-82.8001,90.18,58,0,7.0,clear sky
576,Camabatela,AO,-8.1881,15.375,71.15,59,48,4.12,scattered clouds
577,Belmopan,BZ,17.25,-88.7667,82.78,94,100,0.4,overcast clouds
578,Ibanda,TZ,-2.7974,32.4746,66.97,89,100,2.62,light rain
579,Belaya Gora,RU,68.5333,146.4167,40.1,60,48,5.84,scattered clouds
580,Isla Mujeres,MX,21.2311,-86.731,86.16,64,100,7.65,overcast clouds
581,Brooks,CA,50.5834,-111.8851,62.58,45,91,8.05,overcast clouds
582,Daru,PG,-9.0763,143.2092,79.09,73,97,8.75,overcast clouds
583,Senanga,ZM,-16.1167,23.2667,65.86,26,0,5.64,clear sky
584,Ode,NG,7.7899,5.7117,73.65,90,88,0.85,heavy intensity rain
585,Karera,IN,25.4667,78.15,99.18,22,17,15.03,few clouds
586,Monopoli,IT,40.9559,17.2896,88.02,44,13,15.35,few clouds
587,Samarai,PG,-10.6167,150.6667,78.21,72,49,11.83,scattered clouds
588,Glendive,US,47.1053,-104.7125,72.32,44,91,6.53,overcast clouds
589,Dunedin,NZ,-45.8742,170.5036,44.8,79,37,3.67,scattered clouds
590,Broumov,CZ,50.5857,16.3318,57.29,60,62,13.11,broken clouds
591,Nizwa,OM,22.9333,57.5333,94.96,12,0,7.54,clear sky
592,Sao Sebastiao,BR,-23.76,-45.4097,82.09,45,94,2.24,overcast clouds
593,Buchanan,LR,5.8808,-10.0467,82.08,80,78,6.42,broken clouds
594,Tuymazy,RU,54.6067,53.7097,55.76,96,100,11.41,overcast clouds
595,Perbaungan,ID,3.5679,98.956,78.91,92,94,4.29,overcast clouds
596,Flinders,AU,-34.5833,150.8552,54.18,83,21,1.99,few clouds
597,Qeshm,IR,26.9581,56.2719,93.07,68,0,7.45,clear sky
598,Katherine,AU,-14.4667,132.2667,62.92,59,57,6.91,broken clouds
599,Ardakan,IR,32.31,54.0175,82.53,13,0,15.59,clear sky
600,Fergus Falls,US,46.283,-96.0776,76.98,66,0,5.75,clear sky
601,Nicoya,CR,10.1483,-85.452,86.97,62,45,1.28,scattered clouds
602,Yeppoon,AU,-23.1333,150.7333,60.58,73,43,5.35,scattered clouds
603,Muisne,EC,0.6,-80.0333,78.08,83,98,12.84,overcast clouds
604,Bonthe,SL,7.5264,-12.505,82.4,75,94,8.79,overcast clouds
605,Soe,ID,-9.8607,124.284,63.72,90,60,4.18,broken clouds
606,Berdigestyakh,RU,62.0989,126.6992,45.81,88,100,11.39,light rain
607,Ayia Marina,GR,37.75,23.5333,86.45,76,2,12.17,clear sky
608,Luderitz,NA,-26.6481,15.1594,56.77,86,3,9.06,clear sky
609,Kavaratti,IN,10.5669,72.642,82.92,75,13,5.95,few clouds
610,Kralendijk,BQ,12.15,-68.2667,80.44,85,100,21.34,overcast clouds
611,Broken Hill,AU,-31.95,141.4333,54.48,58,51,5.68,broken clouds
612,Assiniboia,CA,49.6334,-105.9845,64.58,46,57,12.33,broken clouds
613,Bougouni,ML,11.417,-7.479,97.32,30,18,4.85,few clouds
614,Pandan,PH,14.0453,124.1694,79.88,85,35,8.23,light rain
615,Devgarh,IN,25.5333,73.9,86.85,39,0,16.13,clear sky
616,Yabrud,SY,33.9674,36.6574,71.33,23,59,2.24,broken clouds
617,Tromso,NO,69.6496,18.957,51.82,50,40,9.22,scattered clouds
618,La Rioja,ES,42.25,-2.5,78.58,43,7,6.76,clear sky
619,Harper,LR,4.375,-7.7169,82.8,72,46,8.59,scattered clouds
620,Oktyabrskoye,RU,43.0645,44.7417,68.14,64,27,6.71,scattered clouds
621,Traverse City,US,44.7631,-85.6206,72.73,56,44,3.0,scattered clouds
622,Asyut,EG,27.181,31.1837,92.48,14,0,9.84,clear sky
623,Horta,PT,38.5333,-28.6333,64.04,52,20,14.97,few clouds
624,San Juan,AR,-31.5375,-68.5364,55.63,48,0,5.39,clear sky
625,Nova Vicosa,BR,-17.8919,-39.3719,78.67,61,64,6.62,broken clouds
626,Nurota,UZ,40.5614,65.6886,65.23,37,4,11.27,clear sky
627,Juba,SS,4.8517,31.5825,78.57,62,91,0.51,light rain
628,Jalu,LY,29.0331,21.5482,99.25,8,0,7.56,clear sky
629,Ust-Omchug,RU,61.15,149.6333,34.57,87,96,0.65,overcast clouds
630,Dudinka,RU,69.4058,86.1778,31.78,78,5,14.25,clear sky
631,Mehamn,NO,71.0357,27.8492,46.31,82,55,16.64,broken clouds
632,Gamba,GA,-2.65,10.0,75.15,82,23,7.18,few clouds
633,Brownwood,US,31.7093,-98.9912,91.4,46,0,18.41,clear sky
634,Bubaque,GW,11.2833,-15.8333,82.62,68,15,10.6,few clouds
635,Carauari,BR,-4.8828,-66.8958,87.49,62,69,2.77,broken clouds
636,Kloulklubed,PW,7.0419,134.2556,82.83,77,100,11.14,moderate rain
637,Kiama,AU,-34.6833,150.8667,54.37,83,34,3.0,scattered clouds
638,Xining,CN,36.6167,101.7667,53.92,70,77,4.34,broken clouds
639,Yulara,AU,-25.2406,130.9889,64.69,56,100,11.97,overcast clouds
640,Svetlogorsk,BY,52.6333,29.7333,49.8,81,87,9.71,overcast clouds
641,Teahupoo,PF,-17.8333,-149.2667,67.96,76,14,15.79,few clouds
642,Mareeba,AU,-17.0,145.4333,59.43,94,9,1.36,clear sky
643,Gali,GE,42.6265,41.7381,61.79,86,6,0.43,clear sky
644,Chitrakonda,IN,18.1167,82.0833,89.17,26,62,4.68,broken clouds
645,Egvekinot,RU,66.3167,-179.1667,35.55,84,97,4.12,overcast clouds
646,Lavrentiya,RU,65.5833,-171.0,34.21,97,100,3.15,overcast clouds
647,Cuauhtemoc,MX,28.4167,-106.8667,80.19,15,100,11.27,overcast clouds
648,Delmas,HT,18.5447,-72.3028,89.82,47,87,2.55,overcast clouds
649,Selma,US,36.5708,-119.6121,73.02,47,76,9.66,broken clouds
650,Kifri,IQ,34.6959,44.9661,90.03,9,0,6.46,clear sky
651,Dawson,US,31.7735,-84.4466,83.62,44,0,6.31,clear sky
652,Balad,IQ,34.0164,44.1453,89.74,7,0,10.31,clear sky
653,Bud,US,39.447,-86.1758,69.82,71,4,5.55,clear sky
654,Grand Gaube,MU,-20.0064,57.6608,75.6,72,2,3.0,clear sky
655,Uspenka,UA,48.3903,39.1619,63.37,80,78,1.79,broken clouds
656,Keti Bandar,PK,24.1447,67.4497,81.77,88,2,23.53,clear sky
657,Dunda,TZ,-8.1167,34.25,66.69,59,44,7.07,scattered clouds
658,Sicamous,CA,50.8331,-118.9856,60.19,43,66,3.76,broken clouds
659,Alsonemedi,HU,47.3152,19.1584,68.5,28,40,13.8,scattered clouds
660,Sotouboua,TG,8.5667,0.9833,86.61,52,33,5.35,scattered clouds
661,Honningsvag,NO,70.9821,25.9704,55.15,58,48,20.71,scattered clouds
662,Kupang,ID,-10.1667,123.5833,75.96,79,22,6.22,few clouds
663,Harbour Breton,CA,47.4833,-55.7983,42.44,93,100,25.79,overcast clouds
664,Ewing,US,40.2698,-74.7999,78.19,70,75,11.5,broken clouds
665,Carberry,CA,49.8689,-99.3602,61.03,79,100,4.5,overcast clouds
666,Santarem,BR,-2.4431,-54.7083,86.13,74,20,12.66,few clouds
667,Along,IN,28.1667,94.7667,70.48,98,20,0.94,few clouds
668,Pioner,RU,55.3166,85.9508,67.44,34,0,4.47,clear sky
669,Key Largo,US,25.0865,-80.4473,90.0,64,5,9.4,clear sky
670,Madang,PG,-5.2246,145.7966,76.05,91,94,2.37,overcast clouds
671,Molchanovo,RU,57.5817,83.7692,59.76,49,78,5.14,broken clouds
672,Belyy Yar,RU,53.6039,91.3903,55.29,49,0,4.47,clear sky
673,Sarkand,KZ,45.41,79.9186,60.17,85,100,7.47,overcast clouds
674,Byron Bay,AU,-28.65,153.6167,58.71,79,0,11.34,clear sky
675,Jian,CN,27.1172,114.9793,72.99,97,93,2.19,light rain
676,Nhlangano,SZ,-27.1167,31.2,57.74,83,0,4.18,clear sky
677,Chapais,CA,49.7834,-74.8492,62.55,44,79,14.34,broken clouds
678,Rorvik,NO,64.8621,11.2373,45.59,88,100,21.54,light rain
679,Ayan,RU,56.45,138.1667,33.82,97,100,17.0,light snow
680,Birao,CF,10.2849,22.7882,89.64,34,62,7.74,broken clouds
681,Seoul,KR,37.5683,126.9778,63.84,55,1,3.42,clear sky
682,Kingman,US,35.1894,-114.053,84.54,8,0,32.21,clear sky
683,Vila Velha,BR,-20.3297,-40.2925,84.15,70,75,9.22,broken clouds
684,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,90,100,11.23,overcast clouds
685,Mercedes,AR,-34.6515,-59.4307,57.78,62,96,4.59,overcast clouds
686,Telde,ES,27.9924,-15.4192,70.05,68,75,11.5,broken clouds
687,Choix,MX,26.7092,-108.3219,102.18,10,12,4.94,few clouds
688,Suntar,RU,62.1444,117.6319,42.28,65,100,5.73,overcast clouds
689,Qaqortoq,GL,60.7167,-46.0333,48.47,49,50,0.85,scattered clouds
690,Katete,UG,-0.7818,29.7544,63.46,95,100,3.27,light rain
691,Senno,RU,59.5336,33.9167,51.26,90,100,4.23,overcast clouds
692,Kitale,KE,1.0157,35.0062,56.82,90,81,5.66,light rain
693,Radhanpur,IN,23.8333,71.6,87.3,62,0,20.85,clear sky
694,Novopskov,UA,49.5464,39.0899,54.1,80,81,2.59,broken clouds
695,Kemijarvi,FI,66.7131,27.4306,52.25,84,93,11.5,overcast clouds
696,Langham,CA,52.3668,-106.9679,68.02,57,100,12.84,overcast clouds
697,Ovre Ardal,NO,61.3167,7.8,45.14,83,100,5.03,overcast clouds
698,Buta,CD,2.7858,24.73,69.33,96,100,3.76,overcast clouds
699,Commerce,US,34.0006,-118.1598,65.98,71,100,1.01,overcast clouds
700,Andilamena,MG,-17.0167,48.5833,59.95,93,29,7.87,scattered clouds
701,Shieli,KZ,44.1667,66.75,65.19,43,97,7.76,overcast clouds
702,Deputatskiy,RU,69.3,139.9,18.95,92,29,1.57,scattered clouds
703,Adrar,MR,20.5022,-10.0711,99.14,21,91,6.87,overcast clouds
704,Pingdingshan,CN,33.7385,113.3012,69.69,84,58,13.4,broken clouds
705,Porto Novo,BJ,6.4965,2.6036,83.21,71,53,8.88,broken clouds
706,Yanam,IN,16.7333,82.2167,89.24,56,68,5.57,broken clouds
707,Moron,AR,-34.6534,-58.6198,57.94,75,88,4.9,overcast clouds
708,Alugan,PH,12.2188,125.4808,78.13,88,89,5.21,overcast clouds
709,Muromtsevo,RU,56.3724,75.2418,58.51,61,100,4.16,overcast clouds
710,Gao,ML,16.6362,1.637,107.2,9,20,5.35,few clouds
711,Voh,NC,-20.9667,164.7,70.93,88,6,3.98,clear sky
712,Sampit,ID,-2.5333,112.95,75.0,89,98,1.9,overcast clouds
